Window 1,Window 2,Window 3,Window 4,Heat Control 1,Heat Control 2,Heat Control 3,Heat Control 4,Door 1,Door 2,Door 3,Temperature Outside,Temperature Bed
1.0,1.0,1.0,0.0,0.0,4.0,5.0,5.0,0.0,1.0,0.0,17.73300090048617,19.170878493764285
1.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,-3.1120174196479846,12.020329532611456
1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.7800523579542258,10.256944080190921
1.0,1.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,1.0,0.0,5.997687673294685,14.97881853445953
0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,15.45231841516717,18.822425715161135
1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,14.521524247988538,23.68123923535351
1.0,0.0,1.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,0.0,18.780689687087314,23.943857036725284
0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,19.418746574147743,21.44650111622522
0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,14.26679623267556,16.51296435496438
1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,0.0,1.0,1.0,7.355313699766725,14.011610085313208
0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,7.271060459215347,17.57917247679139
1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,2.18188983280129,11.218654796876578
0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,5.979238532512181,21.6162511171998
1.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,14.665236436641731,20.19919918307134
0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,7.533198675967496,14.51522756689783
0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,6.852686741619401,19.19767323993679
0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.6341631276798161,65.53628322602914
1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,17.366767049884977,19.80094533183998
1.0,1.0,1.0,0.0,3.0,4.0,1.0,5.0,1.0,0.0,0.0,15.926421119396647,19.9021943760917
1.0,1.0,0.0,0.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,8.283525774611164,15.538954026640306
1.0,1.0,0.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,8.15272376428489,19.512171015319016
0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,-4.938323138656333,15.150126185294804
0.0,0.0,1.0,0.0,5.0,4.0,3.0,3.0,1.0,0.0,1.0,9.66879699701002,16.898174577394716
1.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,-2.167027107041939,12.241892385587088
1.0,0.0,1.0,1.0,4.0,3.0,5.0,4.0,0.0,1.0,1.0,18.792618234235842,22.739800801653466
0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,6.910464773624023,14.850639811132412
1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,8.208897364241055,61.658929582386676
1.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,18.09331171620592,22.891031674335384
1.0,1.0,0.0,1.0,3.0,5.0,3.0,3.0,1.0,0.0,1.0,13.821066720809299,18.96949427018494
0.0,0.0,0.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,20.11829242730514,23.7518269396294
0.0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,0.0,1.0,1.0,18.93338234602004,22.00004383299318
0.0,0.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,1.0,1.0,17.33569314966216,21.967651429994774
0.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,13.795256725311646,20.20676259798439
1.0,0.0,0.0,1.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,13.814638397030684,18.06686349668351
1.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,1.4673942308322694,12.070646083366004
0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,18.435676357450603,19.413464924194614
1.0,0.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,17.89116849135858,20.944034166049697
0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,11.371589280330568,16.471468314222513
0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,6.750013846510793,18.302597907949337
0.0,1.0,1.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,1.0,14.405314464991438,21.684165805970085
1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,19.699690987036647,23.712059868880683
1.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,1.0,-3.8308504116253723,19.35150473796385
0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,19.178548701749754,21.118095716779898
1.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,8.658025884534453,20.84396127621973
1.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,0.0,0.0,1.0,6.255316313484689,20.81927266104155
1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,17.678735814856406,20.915278233413062
1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,1.0,-2.2689086186550576,13.694719539526593
1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,0.0,1.0,1.0,12.34363232478891,19.22621327776354
1.0,1.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,10.552676425226128,18.34212130719045
1.0,0.0,1.0,0.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,6.902802685651084,16.080965641613922
1.0,1.0,1.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,2.057484014080461,14.697181214081246
0.0,0.0,1.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,-0.2515557340902266,14.665623835861716
1.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,-3.3532363804039784,7.258548492542558
0.0,0.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,0.0,1.0,2.181475428681723,13.07991252279956
0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.7611037629689368,10.968589371021874
1.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,1.0,0.0,1.0,16.050587490295307,19.75140069158471
0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,0.0,21.077237432657054,22.148031443844744
1.0,1.0,1.0,0.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,2.6820070737084505,11.801883190226555
0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,12.036769832841916,21.421806137014975
1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,11.898990301914779,15.137675854872242
1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,0.0,0.0,1.0,3.8159999972674576,67.64363814312641
0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,10.741882410481212,19.49198811024094
0.0,0.0,1.0,0.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,3.66610409632451,56.32548635350421
0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,19.68205447047397,71.91204170603183
0.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.8223147941381308,21.520278839642152
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.218462743522068,17.747945570015556
1.0,0.0,0.0,1.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,5.490784693236273,11.972386892792082
0.0,1.0,0.0,0.0,5.0,4.0,3.0,4.0,1.0,0.0,1.0,9.386472455025697,17.93067647052159
0.0,0.0,1.0,0.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,19.20588608716653,22.053708793270115
1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,15.534450162962898,22.28069913141832
1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,17.703217513404475,18.69868645391537
0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,9.273359112828363,15.691380365673705
0.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,19.974542035846174,23.026093919611757
1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,20.537447437367288,23.067874777427683
1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,8.54619324450307,56.46345806825921
1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,9.043606076611935,16.783745796634076
1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.29797121795191917,14.121368499916155
0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,7.023605872266131,14.430083545796187
1.0,1.0,1.0,1.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,9.3243459739979,15.516181883682814
1.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,1.0,0.0,0.0,14.915072656927556,19.19485512853171
1.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,13.171893061977528,16.12416118448749
0.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,3.6263333066319934,14.5145182969423
0.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,1.0,-4.142740314253894,7.441722874903751
1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,-2.1487521695569622,8.661717539559175
1.0,1.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,0.0,-0.8510573431908792,14.841204527547932
0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,0.0,0.0,14.812912433500049,22.879721317139516
0.0,0.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,-4.8235231085212025,8.078300753755896
1.0,0.0,0.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,-4.907090954002486,17.89044249627936
0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,1.2704918171109174,11.669434846979415
1.0,1.0,0.0,1.0,0.0,4.0,5.0,4.0,1.0,1.0,0.0,3.86627403139207,9.882605926497874
0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,15.071530098939341,17.68744778358749
1.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,-3.5004520290074694,12.1749434154873
0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,-0.5230242585297393,9.308081932882507
0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,1.0,1.0,9.131885750263363,19.40812491950633
1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,-2.062263229014975,10.169237009659994
0.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,19.12011674153048,22.742252166644473
1.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,13.5744502624702,22.096983229252533
0.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,9.882665449527236,17.318393289099635
1.0,1.0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,0.0,1.0,2.3676514423465367,12.73721653032506
0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,17.85711756328414,22.525490090696046
0.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,7.429549880600403,16.88689704087458
0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,6.290635624346473,18.522272904869535
0.0,0.0,0.0,1.0,3.0,3.0,0.0,5.0,0.0,1.0,1.0,8.58827390785458,17.59247328097695
1.0,1.0,1.0,1.0,0.0,5.0,5.0,3.0,0.0,1.0,0.0,11.162673029221967,15.493537565325083
1.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,-4.389498396040334,7.270706746052177
1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,10.03081761883412,22.095101570703253
0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,11.703659290815157,20.9772333781151
1.0,1.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,12.175965695470115,18.816706185757475
1.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,-0.7400772852746762,11.039538563879127
1.0,1.0,0.0,1.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,10.343835234911127,16.588743219651796
1.0,0.0,1.0,0.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,18.411228967827075,20.4566120405095
1.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,0.0,0.0,1.0,21.16179237977241,27.200920982191086
0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,8.857104490188439,16.12185308954001
1.0,1.0,0.0,1.0,5.0,0.0,5.0,2.0,1.0,0.0,1.0,13.435806360408844,18.92915971687105
0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,-3.8590424364518428,9.2426475407028
1.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,3.64031362853852,12.076998937655855
0.0,0.0,1.0,1.0,5.0,5.0,4.0,5.0,0.0,1.0,1.0,12.780028666118213,19.556361303416054
0.0,0.0,1.0,1.0,5.0,3.0,4.0,4.0,0.0,1.0,0.0,17.983957698786586,24.16915827190775
0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,-3.9788860708019964,15.537777236444246
1.0,1.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,1.0,0.0,18.619974408405607,21.071003728383214
1.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,6.215018176980497,15.547867035353661
0.0,0.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,1.0,0.0,-0.9799410205730172,13.799035703386197
1.0,1.0,0.0,0.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,-3.7735055972233664,16.29519244016829
0.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,-2.135466412268431,18.07537463125954
0.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,1.0,0.0,1.0,21.546163920555657,24.25538790901179
0.0,0.0,0.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,14.104340379698034,18.9030854587495
1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,15.909369728235816,22.09043817077666
1.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,-4.177948754228363,15.62494585643142
0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,0.0,1.0,1.0,15.081109446436784,20.093756858161292
1.0,1.0,1.0,0.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,-1.4526038765815925,10.190588677011997
1.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,9.624056645173514,16.50071279996795
1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,19.548320125902915,22.584290310046885
0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.5520391121238948,13.320173745723885
1.0,1.0,1.0,0.0,2.0,4.0,5.0,1.0,1.0,1.0,0.0,10.813430540193716,15.939306576637852
0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,3.136253898660444,18.38783837860657
1.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,0.0,1.0,1.0,16.10081834500659,20.61009202404645
1.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.6809850716060568,18.22241134678928
0.0,0.0,0.0,1.0,4.0,5.0,2.0,2.0,1.0,0.0,1.0,-4.29717284056135,8.864216098407454
0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,1.0,0.0,1.0,15.657345721988644,23.000203976969523
0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,-0.11485255308855535,17.454805488808663
1.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,0.0,0.0,1.0,18.35321369828631,26.401535201285572
1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.22871046541870577,9.547106322888578
0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,-3.2523319551755048,16.500842591294198
1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,6.2063425997465895,15.765534486825427
0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.7384462806680556,9.450077856462705
1.0,1.0,1.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,0.0,-2.3649957423755836,8.812979335759849
1.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,19.9442913841997,23.485323072039844
1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,10.742765664172289,17.523614962012243
1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6174399487842637,18.181504856649333
0.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,3.7039036038522166,11.328899825654256
0.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,17.18051896969338,21.166176241234542
1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7.389169451349398,18.29709070040279
0.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,18.97656705299677,21.34235119837365
0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,7.8755212852176815,18.78462160658113
1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,9.509543025538857,16.555596834660342
0.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.309047138510298,13.015032318950501
1.0,1.0,1.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.9829167311029794,11.294815791089388
1.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,1.0,0.0,0.0,17.020423004627077,18.7193994837109
1.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,9.281820177419801,13.474157534225245
0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,21.04596968008415,22.934541437908486
0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,-3.5913808231205433,14.155374712873853
1.0,0.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,17.437859331860874,20.186175963700997
1.0,1.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,1.0,0.0,7.202110214088783,13.311930030853652
1.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,1.0,4.4981547495576315,15.470959372942449
1.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,4.039842349056814,17.25841130525292
0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.828510244562116,19.300851972049454
1.0,0.0,0.0,1.0,2.0,3.0,4.0,3.0,1.0,0.0,0.0,-4.914802243122952,7.985943335195231
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.685924941759669,6.748162198778617
0.0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,1.0,1.0,15.984426633493232,18.602444686779364
0.0,0.0,1.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,-3.6449460191269956,16.443901105328766
1.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,15.203191841136594,18.96229223422749
1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.6017256157508264,17.713525558946667
0.0,0.0,1.0,0.0,2.0,3.0,5.0,5.0,0.0,1.0,0.0,10.179496778436395,21.99561643030026
0.0,0.0,1.0,1.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,19.413332864124875,22.01836852468481
1.0,1.0,0.0,0.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,4.187245870104444,18.121829510369214
1.0,1.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,14.285177469111236,16.804286053216597
1.0,1.0,1.0,0.0,4.0,5.0,3.0,3.0,0.0,1.0,0.0,3.6643524073457865,14.00587149303412
0.0,0.0,0.0,1.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,6.8056106463463415,19.151964145158328
1.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,15.743605441778517,19.759978627455975
0.0,0.0,1.0,0.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,16.93131044296479,20.130167981775017
1.0,1.0,0.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,-4.7709355660514685,15.737167915999317
1.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,15.666960100954643,24.565989157314245
1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,-3.93657697389921,9.000553960479726
1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,-0.03859633802376461,17.59329633470539
0.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,11.04814164214217,17.18737259344831
1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,-2.635000929731334,9.529777832760681
1.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,16.453896014059705,17.942815293698658
0.0,1.0,0.0,1.0,4.0,5.0,3.0,3.0,0.0,1.0,1.0,11.445072604529056,19.450226550805695
0.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,-4.715246795356002,10.966182146174631
0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,12.671477229351716,16.354745253431567
0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,11.781524085977416,18.105166666736398
0.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0,1.0,0.0,9.497941636317393,16.00097847845115
1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,19.716682580295465,21.222320535402094
0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,-0.00013130490014656715,12.365901200803552
1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,6.181475159563389,21.850923276535312
0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,18.00295281193835,19.095007142730196
0.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,12.41375286024304,20.607416672811354
0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,17.366264958333392,22.16564217495366
1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,0.0,1.0,-3.461650672410445,11.771036428535927
1.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,-4.34163485447629,15.831095364111299
0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,19.192047089730863,21.62461954394303
1.0,1.0,1.0,1.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,8.783051199931208,20.223017468016167
0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,6.830904313872773,17.726876947690783
0.0,1.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,20.46790745485263,73.79165481646774
0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,17.249894788216224,19.636178016270037
0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.40895633483783,23.66854650707661
1.0,1.0,0.0,0.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,15.062287342702053,19.081857736954046
0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,17.73210256145498,20.335426477611033
0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,8.762227098484347,14.617636160479796
1.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,2.5347740869969453,12.558854093885127
0.0,1.0,0.0,0.0,5.0,5.0,3.0,3.0,1.0,1.0,0.0,10.55505011255192,17.358386636100054
1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,12.29589389983007,20.03079801357703
1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,4.351064713115628,14.814285806564856
0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,4.60867679868343,21.87345765971366
1.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,0.0,8.972417975618914,15.689699123249385
0.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,-2.418555962697374,16.03080076209009
1.0,0.0,1.0,0.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,1.5290108495177774,51.173834969264945
1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,-4.268535584627064,4.817258307140676
1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,4.650614939692723,19.02526840444347
1.0,1.0,1.0,1.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,15.190686716818814,23.348798536342404
1.0,1.0,1.0,0.0,1.0,5.0,4.0,4.0,0.0,0.0,1.0,17.218839035249676,23.077295164321082
1.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,1.0,0.0,1.0,20.095742386713905,22.663480586472744
1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,-1.56952481071305,13.231052106363999
1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,11.968237075037223,17.0347610513885
0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,-2.7850049458416626,16.88714822987159
0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.44446271917905555,11.087469020053069
0.0,0.0,1.0,1.0,3.0,5.0,4.0,5.0,0.0,1.0,1.0,14.762887989954507,19.974877863606967
1.0,1.0,0.0,1.0,2.0,2.0,5.0,5.0,0.0,1.0,0.0,8.492403415431996,62.32174156887854
0.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,9.353177102492678,16.022664688172053
1.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,6.050342619275181,18.965890630074
